"","NEST_NO","SPECIES","DATE","OBS","EGGNO","LENGTH","WIDTH","LINK","WEBTAG","WEIGHT","RADIO","TAGDATE","Year"
"9936","HMW182","COEI",2002-06-10,"HMW",1,69.6,49.2,NA,NA,NA,NA,NA,"2002"
"9937","HMW182","COEI",2002-06-10,"HMW",2,61.6,50.4,NA,NA,NA,NA,NA,"2002"
"9938","HMW182","COEI",2002-06-10,"HMW",3,72.5,50.1,NA,NA,NA,NA,NA,"2002"
"9939","HMW182","COEI",2002-06-10,"HMW",4,71.7,49.7,NA,NA,NA,NA,NA,"2002"
"9940","HMW097","COEI",2002-06-10,"HMW",6,73.5,49.1,NA,NA,NA,NA,NA,"2002"
"9941","HMW096","COEI",2002-06-10,"HMW",4,73,48.5,NA,NA,NA,NA,NA,"2002"
"9942","HMW096","COEI",2002-06-10,"HMW",5,75.8,49.2,NA,NA,NA,NA,NA,"2002"
"9943","HMW183","SPEI",2002-06-10,"HMW",1,66.7,43.8,NA,NA,NA,NA,NA,"2002"
"9944","HMW183","SPEI",2002-06-10,"HMW",2,68.3,46.6,NA,NA,NA,NA,NA,"2002"
"9945","HMW183","SPEI",2002-06-10,"HMW",3,71.6,45.6,NA,NA,NA,NA,NA,"2002"
"9946","HMW183","SPEI",2002-06-10,"HMW",4,67.1,46,NA,NA,NA,NA,NA,"2002"
"9947","HMW183","SPEI",2002-06-10,"HMW",5,69,45.3,NA,NA,NA,NA,NA,"2002"
"9948","HCW046","NONE",2002-06-07,"HCW",2,81.8,46.4,NA,NA,NA,NA,NA,"2002"
"9949","HCW073","SPEI",2002-06-07,"HCW",1,70.7,48.9,NA,NA,NA,NA,NA,"2002"
"9950","HCW073","SPEI",2002-06-07,"HCW",2,73.5,48.5,NA,NA,NA,NA,NA,"2002"
"9951","HCW073","SPEI",2002-06-07,"HCW",3,70.5,49.7,NA,NA,NA,NA,NA,"2002"
"9952","HCW073","SPEI",2002-06-07,"HCW",4,71,49.1,NA,NA,NA,NA,NA,"2002"
"9953","HCW075","COEI",2002-06-07,"HCW",1,73.8,50.9,NA,NA,NA,NA,NA,"2002"
"9954","HCW075","COEI",2002-06-07,"HCW",2,72.9,50.9,NA,NA,NA,NA,NA,"2002"
"9955","HCW075","COEI",2002-06-07,"HCW",3,76.2,51.6,NA,NA,NA,NA,NA,"2002"
"9956","HCW075","COEI",2002-06-07,"HCW",4,69.9,51.7,NA,NA,NA,NA,NA,"2002"
"9957","HCW075","COEI",2002-06-07,"HCW",5,75.4,51.6,NA,NA,NA,NA,NA,"2002"
"9958","HMW120","SPEI",2002-06-10,"HCW",5,65.2,45.1,NA,NA,NA,NA,NA,"2002"
"9959","HMW122","COEI",2002-06-10,"HCW",5,74.3,48.6,NA,NA,NA,NA,NA,"2002"
"9960","JLO022","OLDS",2002-06-10,"JLO",7,56.5,39,NA,NA,NA,NA,NA,"2002"
"9961","JLO026","SPEI",2002-06-10,"JLO",5,72.5,51.1,NA,NA,NA,NA,NA,"2002"
"9962","JLO026","SPEI",2002-06-10,"JLO",6,75.4,50.5,NA,NA,NA,NA,NA,"2002"
"9963","JLO020","SPEI",2002-06-10,"JLO",6,70.6,44.9,NA,NA,NA,NA,NA,"2002"
"9964","JLO056","COEI",2002-06-10,"JLO",1,75.1,47.4,NA,NA,NA,NA,NA,"2002"
"9965","JLO056","COEI",2002-06-10,"JLO",2,74.2,48.2,NA,NA,NA,NA,NA,"2002"
"9966","JLO056","COEI",2002-06-10,"JLO",3,75.3,48,NA,NA,NA,NA,NA,"2002"
"9967","JLO056","COEI",2002-06-10,"JLO",4,76.7,48.6,NA,NA,NA,NA,NA,"2002"
"9968","JLO056","COEI",2002-06-10,"JLO",5,75.5,48,NA,NA,NA,NA,NA,"2002"
"9969","JLO057","COEI",2002-06-10,"JLO",1,71.6,47.4,NA,NA,NA,NA,NA,"2002"
"9970","JLO057","COEI",2002-06-10,"JLO",2,69,45.9,NA,NA,NA,NA,NA,"2002"
"9971","JLO057","COEI",2002-06-10,"JLO",3,70,46.8,NA,NA,NA,NA,NA,"2002"
"9972","JLO057","COEI",2002-06-10,"JLO",4,67.1,46.1,NA,NA,NA,NA,NA,"2002"
"9973","JLO057","COEI",2002-06-10,"JLO",5,76,46,NA,NA,NA,NA,NA,"2002"
"9974","JLO057","COEI",2002-06-10,"JLO",6,73.2,46.1,NA,NA,NA,NA,NA,"2002"
"9975","JLO059","COEI",2002-06-11,"JLO",1,65.9,45.9,NA,NA,NA,NA,NA,"2002"
"9976","JLO059","COEI",2002-06-11,"JLO",2,69,45.2,NA,NA,NA,NA,NA,"2002"
"9977","JLO059","COEI",2002-06-11,"JLO",3,65.7,46,NA,NA,NA,NA,NA,"2002"
"9978","JLO059","COEI",2002-06-11,"JLO",4,65.7,45,NA,NA,NA,NA,NA,"2002"
"9979","JLO059","COEI",2002-06-11,"JLO",5,67.5,45.8,NA,NA,NA,NA,NA,"2002"
"9980","JLO059","COEI",2002-06-11,"JLO",6,67.5,46.2,NA,NA,NA,NA,NA,"2002"
"9981","JLO059","COEI",2002-06-11,"JLO",7,64,44,NA,NA,NA,NA,NA,"2002"
"9982","JLO059","COEI",2002-06-11,"JLO",8,67.7,45.2,NA,NA,NA,NA,NA,"2002"
"9983","TEH001","COEI",2002-06-15,"TEH",1,75.8,49.6,NA,NA,NA,NA,NA,"2002"
"9984","TEH001","COEI",2002-06-15,"TEH",2,76.5,50.3,NA,NA,NA,NA,NA,"2002"
"9985","TEH001","COEI",2002-06-15,"TEH",3,74.7,49.3,NA,NA,NA,NA,NA,"2002"
"9986","TEH001","COEI",2002-06-15,"TEH",4,79.3,50.2,NA,NA,NA,NA,NA,"2002"
"9987","TEH002","SPEI",2002-06-15,"TEH",1,66.3,43.7,NA,NA,NA,NA,NA,"2002"
"9988","TEH002","SPEI",2002-06-15,"TEH",2,69.8,44.5,NA,NA,NA,NA,NA,"2002"
"9989","TEH002","SPEI",2002-06-15,"TEH",3,69.1,43.2,NA,NA,NA,NA,NA,"2002"
"9990","HCW076","SPEI",2002-06-12,"HCW",1,68.3,47.3,NA,NA,NA,NA,NA,"2002"
"9991","HCW076","SPEI",2002-06-12,"HCW",2,68.4,46.4,NA,NA,NA,NA,NA,"2002"
"9992","HCW076","SPEI",2002-06-12,"HCW",3,67.6,47.1,NA,NA,NA,NA,NA,"2002"
"9993","HCW076","SPEI",2002-06-12,"HCW",4,66.4,47.9,NA,NA,NA,NA,NA,"2002"
"9994","HCW076","SPEI",2002-06-12,"HCW",5,66.3,46.5,NA,NA,NA,NA,NA,"2002"
"9995","HCW076","SPEI",2002-06-12,"HCW",6,66,47.5,NA,NA,NA,NA,NA,"2002"
"9996","HCW077","OLDS",2002-06-13,"HCW",1,56.9,39.2,NA,NA,NA,NA,NA,"2002"
"9997","HCW077","OLDS",2002-06-13,"HCW",2,55,38.9,NA,NA,NA,NA,NA,"2002"
"9998","HCW077","OLDS",2002-06-13,"HCW",3,56,38.5,NA,NA,NA,NA,NA,"2002"
"9999","HCW077","OLDS",2002-06-13,"HCW",4,57,39.2,NA,NA,NA,NA,NA,"2002"
"10000","HCW077","OLDS",2002-06-13,"HCW",5,58.5,39.1,NA,NA,NA,NA,NA,"2002"
"10001","HCW077","OLDS",2002-06-13,"HCW",6,54.9,37.2,NA,NA,NA,NA,NA,"2002"
"10002","HCW078","COEI",2002-06-13,"HCW",1,78.4,50,NA,NA,NA,NA,NA,"2002"
"10003","HCW078","COEI",2002-06-13,"HCW",2,77.9,49.8,NA,NA,NA,NA,NA,"2002"
"10004","HCW078","COEI",2002-06-13,"HCW",3,77.9,49.4,NA,NA,NA,NA,NA,"2002"
"10005","HCW078","COEI",2002-06-13,"HCW",4,74.2,49.2,NA,NA,NA,NA,NA,"2002"
"10006","HCW078","COEI",2002-06-13,"HCW",5,77.2,50,NA,NA,NA,NA,NA,"2002"
"10007","HCW079","COEI",2002-06-13,"HCW",1,77.2,49.9,NA,NA,NA,NA,NA,"2002"
"10008","HCW079","COEI",2002-06-13,"HCW",2,76.5,51.1,NA,NA,NA,NA,NA,"2002"
"10009","HCW079","COEI",2002-06-13,"HCW",3,77.7,50.4,NA,NA,NA,NA,NA,"2002"
"10010","HCW079","COEI",2002-06-13,"HCW",4,73,48.5,NA,NA,NA,NA,NA,"2002"
"10011","HCW080","SPEI",2002-06-13,"HCW",1,66.3,44.7,NA,NA,NA,NA,NA,"2002"
"10012","HCW080","SPEI",2002-06-13,"HCW",2,66.6,45.3,NA,NA,NA,NA,NA,"2002"
"10013","HCW080","SPEI",2002-06-13,"HCW",3,68.3,45.8,NA,NA,NA,NA,NA,"2002"
"10014","HCW080","SPEI",2002-06-13,"HCW",4,65.4,44.1,NA,NA,NA,NA,NA,"2002"
"10015","HCW080","SPEI",2002-06-13,"HCW",5,64,44.3,NA,NA,NA,NA,NA,"2002"
"10016","HCW080","SPEI",2002-06-13,"HCW",6,65.6,45.2,NA,NA,NA,NA,NA,"2002"
"10017","HCW081","OLDS",2002-06-15,"HCW",1,55.2,38.9,NA,NA,NA,NA,NA,"2002"
"10018","HCW081","OLDS",2002-06-15,"HCW",2,54.8,39.4,NA,NA,NA,NA,NA,"2002"
"10019","HCW081","OLDS",2002-06-15,"HCW",3,54.9,38.4,NA,NA,NA,NA,NA,"2002"
"10020","HCW081","OLDS",2002-06-15,"HCW",4,54.6,39.1,NA,NA,NA,NA,NA,"2002"
"10021","HCW081","OLDS",2002-06-15,"HCW",5,54.8,38.5,NA,NA,NA,NA,NA,"2002"
"10022","HCW082","COEI",2002-06-18,"HCW",1,73.1,50.9,"Y",0,0,0,2002-06-20,"2002"
"10023","HCW082","COEI",2002-06-18,"HCW",2,76.6,49.9,"Y",0,0,0,2002-06-20,"2002"
"10024","HCW082","COEI",2002-06-18,"HCW",3,69.9,47.5,"Y",0,0,0,2002-06-20,"2002"
"10025","HCW082","COEI",2002-06-18,"HCW",4,73.3,50.8,"Y",0,0,0,2002-06-20,"2002"
"10026","HCW082","COEI",2002-06-18,"HCW",5,70.4,48,"Y",0,0,0,2002-06-20,"2002"
"10027","HMW201","COEI",2002-06-19,"TEH",0,0,0,NA,NA,NA,NA,NA,"2002"
"10028","HMW201","COEI",2002-06-19,"TEH",0,0,0,NA,NA,NA,NA,NA,"2002"
"10029","HMW201","COEI",2002-06-19,"TEH",0,0,0,NA,NA,NA,NA,NA,"2002"
"10030","HMW201","COEI",2002-06-19,"TEH",0,0,0,NA,NA,NA,NA,NA,"2002"
"10031","HMW201","COEI",2002-06-19,"TEH",0,0,0,NA,NA,NA,NA,NA,"2002"
"10032","HMW201","COEI",2002-06-19,"TEH",0,0,0,NA,NA,NA,NA,NA,"2002"
"10033","HMW201","COEI",2002-06-19,"TEH",0,0,0,NA,NA,NA,NA,NA,"2002"
"10034","HMW185","OLDS",2002-06-11,"HMW",1,54.6,49.5,NA,NA,NA,NA,NA,"2002"
"10035","HMW185","OLDS",2002-06-11,"HMW",2,52.1,39.2,NA,NA,NA,NA,NA,"2002"
"10036","HMW185","OLDS",2002-06-11,"HMW",3,54.4,39.4,NA,NA,NA,NA,NA,"2002"
"10037","HMW185","OLDS",2002-06-11,"HMW",4,54,38.9,NA,NA,NA,NA,NA,"2002"
"10038","HMW185","OLDS",2002-06-11,"HMW",5,54,38.8,NA,NA,NA,NA,NA,"2002"
"10039","HMW185","OLDS",2002-06-11,"HMW",6,55.1,38.9,NA,NA,NA,NA,NA,"2002"
"10040","HMW185","OLDS",2002-06-11,"HMW",7,54.3,38.6,NA,NA,NA,NA,NA,"2002"
"10041","HMW186","COEI",2002-06-11,"HMW",1,75.2,59.3,NA,NA,NA,NA,NA,"2002"
"10042","HMW186","COEI",2002-06-11,"HMW",2,73.5,49.7,NA,NA,NA,NA,NA,"2002"
"10043","HMW186","COEI",2002-06-11,"HMW",3,72.9,50,NA,NA,NA,NA,NA,"2002"
"10044","HMW186","COEI",2002-06-11,"HMW",4,70.8,49.1,NA,NA,NA,NA,NA,"2002"
"10045","HMW186","COEI",2002-06-11,"HMW",5,74.8,47.2,NA,NA,NA,NA,NA,"2002"
"10046","HMW187","SPEI",2002-06-11,"HMW",1,61.4,46.1,NA,NA,NA,NA,NA,"2002"
"10047","HMW187","SPEI",2002-06-11,"HMW",2,60.1,46.7,NA,NA,NA,NA,NA,"2002"
"10048","HMW187","SPEI",2002-06-11,"HMW",3,69,45.5,NA,NA,NA,NA,NA,"2002"
"10049","HMW187","SPEI",2002-06-11,"HMW",4,67.2,45.5,NA,NA,NA,NA,NA,"2002"
"10050","HMW187","SPEI",2002-06-11,"HMW",5,61.1,46.2,NA,NA,NA,NA,NA,"2002"
"10051","HMW188","COEI",2002-06-11,"HMW",1,72.6,48.3,NA,NA,NA,NA,NA,"2002"
"10052","HMW188","COEI",2002-06-11,"HMW",2,73.4,47.5,NA,NA,NA,NA,NA,"2002"
"10053","HMW188","COEI",2002-06-11,"HMW",3,75.8,48.8,NA,NA,NA,NA,NA,"2002"
"10054","HMW188","COEI",2002-06-11,"HMW",4,76.9,46.6,NA,NA,NA,NA,NA,"2002"
"10055","HMW188","COEI",2002-06-11,"HMW",5,73.2,48.5,NA,NA,NA,NA,NA,"2002"
"10056","HMW033","COEI",2002-06-11,"HMW",6,71.5,50.4,NA,NA,NA,NA,NA,"2002"
"10057","HMW143","COEI",2002-06-11,"HMW",3,72,49.1,NA,NA,NA,NA,NA,"2002"
"10058","HMW143","COEI",2002-06-11,"HMW",4,69.4,49.5,NA,NA,NA,NA,NA,"2002"
"10059","HMW189","COEI",2002-06-11,"HMW",1,70.7,49.7,NA,NA,NA,NA,NA,"2002"
"10060","HMW189","COEI",2002-06-11,"HMW",2,74.1,48.1,NA,NA,NA,NA,NA,"2002"
"10061","HMW189","COEI",2002-06-11,"HMW",3,74,51.6,NA,NA,NA,NA,NA,"2002"
"10062","HMW189","COEI",2002-06-11,"HMW",4,74.8,50,NA,NA,NA,NA,NA,"2002"
"10063","HMW189","COEI",2002-06-11,"HMW",5,73.7,50.4,NA,NA,NA,NA,NA,"2002"
"10064","HMW189","COEI",2002-06-11,"HMW",6,74.5,50.5,NA,NA,NA,NA,NA,"2002"
"10065","HMW189","COEI",2002-06-11,"HMW",7,73.1,46.6,NA,NA,NA,NA,NA,"2002"
"10066","HMW189","COEI",2002-06-11,"HMW",8,74.3,50.4,NA,NA,NA,NA,NA,"2002"
"10067","HMW190","COEI",2002-06-11,"HMW",1,75.2,49.9,NA,NA,NA,NA,NA,"2002"
"10068","HMW190","COEI",2002-06-11,"HMW",2,74,48.1,NA,NA,NA,NA,NA,"2002"
"10069","HMW190","COEI",2002-06-11,"HMW",3,75.3,48.9,NA,NA,NA,NA,NA,"2002"
"10070","HMW045","COEI",2002-06-11,"HMW",11,71.9,48.7,NA,NA,NA,NA,NA,"2002"
"10071","HMW191","COEI",2002-06-11,"HMW",1,72.8,50.3,NA,NA,NA,NA,NA,"2002"
"10072","HMW191","COEI",2002-06-11,"HMW",2,75.2,50.2,NA,NA,NA,NA,NA,"2002"
"10073","HMW191","COEI",2002-06-11,"HMW",3,74.5,51,NA,NA,NA,NA,NA,"2002"
"10074","HMW191","COEI",2002-06-11,"HMW",4,73.9,51.4,NA,NA,NA,NA,NA,"2002"
"10075","HMW191","COEI",2002-06-11,"HMW",5,75.7,50.3,NA,NA,NA,NA,NA,"2002"
"10076","HMW191","COEI",2002-06-11,"HMW",6,74.5,50.5,NA,NA,NA,NA,NA,"2002"
"10077","HMW149","COEI",2002-06-11,"HMW",5,72.9,49,NA,NA,NA,NA,NA,"2002"
"10078","HMW156","SPEI",2002-06-12,"HMW",5,69,45,NA,NA,NA,NA,NA,"2002"
"10079","HMW169","COEI",2002-06-13,"HMW",4,77.2,51.7,NA,NA,NA,NA,NA,"2002"
"10080","HMW169","COEI",2002-06-13,"HMW",5,56,51.3,NA,NA,NA,NA,NA,"2002"
"10081","HMW169","COEI",2002-06-13,"HMW",6,74.5,52,NA,NA,NA,NA,NA,"2002"
"10082","HMW193","SPEI",2002-06-14,"HMW",1,76.3,50.4,NA,NA,NA,NA,NA,"2002"
"10083","HMW193","SPEI",2002-06-14,"HMW",2,75.5,51.6,NA,NA,NA,NA,NA,"2002"
"10084","HMW193","SPEI",2002-06-14,"HMW",3,70.9,50.1,NA,NA,NA,NA,NA,"2002"
"10085","HMW194","OLDS",2002-06-15,"HMW",1,55.3,38.6,NA,NA,NA,NA,NA,"2002"
"10086","HMW194","OLDS",2002-06-15,"HMW",2,53.1,38.6,NA,NA,NA,NA,NA,"2002"
"10087","HMW194","OLDS",2002-06-15,"HMW",3,55.5,39.2,NA,NA,NA,NA,NA,"2002"
"10088","HMW194","OLDS",2002-06-15,"HMW",4,55.5,39.4,NA,NA,NA,NA,NA,"2002"
"10089","HMW194","OLDS",2002-06-15,"HMW",5,56.8,38.6,NA,NA,NA,NA,NA,"2002"
"10090","HMW194","OLDS",2002-06-15,"HMW",6,54.1,38.1,NA,NA,NA,NA,NA,"2002"
"10091","HMW194","OLDS",2002-06-15,"HMW",7,53.4,38.4,NA,NA,NA,NA,NA,"2002"
"10092","HMW195","SPEI",2002-06-16,"HMW",1,66,45,NA,NA,NA,NA,NA,"2002"
"10093","HMW195","SPEI",2002-06-16,"HMW",2,61.8,44.5,NA,NA,NA,NA,NA,"2002"
"10094","HMW195","SPEI",2002-06-16,"HMW",3,69.5,45,NA,NA,NA,NA,NA,"2002"
"10095","HMW196","SPEI",2002-06-16,"HMW",1,75.4,48.2,NA,NA,NA,NA,NA,"2002"
"10096","HMW196","SPEI",2002-06-16,"HMW",2,61.1,46.6,NA,NA,NA,NA,NA,"2002"
"10097","HMW196","SPEI",2002-06-16,"HMW",3,74.9,47.1,NA,NA,NA,NA,NA,"2002"
"10098","HMW196","SPEI",2002-06-16,"HMW",4,73.5,46.6,NA,NA,NA,NA,NA,"2002"
"10099","HMW197","SPEI",2002-06-16,"HMW",1,69,47.5,NA,NA,NA,NA,NA,"2002"
"10100","HMW197","SPEI",2002-06-16,"HMW",2,68.6,46.7,NA,NA,NA,NA,NA,"2002"
"10101","HMW197","SPEI",2002-06-16,"HMW",3,67.5,47.4,NA,NA,NA,NA,NA,"2002"
"10102","HMW197","SPEI",2002-06-16,"HMW",4,69.5,47.6,NA,NA,NA,NA,NA,"2002"
"10103","HMW197","SPEI",2002-06-16,"HMW",5,67.6,47,NA,NA,NA,NA,NA,"2002"
"10104","HMW197","SPEI",2002-06-16,"HMW",6,65.5,47.7,NA,NA,NA,NA,NA,"2002"
"10105","JLO061","COEI",2002-06-17,"JLO",1,79.4,50.7,NA,NA,NA,NA,NA,"2002"
"10106","JLO061","COEI",2002-06-17,"JLO",2,77.3,50.7,NA,NA,NA,NA,NA,"2002"
"10107","JLO061","COEI",2002-06-17,"JLO",3,74.6,51.2,NA,NA,NA,NA,NA,"2002"
"10108","JLO061","COEI",2002-06-17,"JLO",4,73.2,49.2,NA,NA,NA,NA,NA,"2002"
"10109","JLO063","SPEI",2002-06-18,"JLO",1,76.8,47.5,NA,NA,NA,NA,NA,"2002"
"10110","JLO063","SPEI",2002-06-18,"JLO",2,78.7,48.8,NA,NA,NA,NA,NA,"2002"
"10111","JLO063","SPEI",2002-06-18,"JLO",3,77.9,49.8,NA,NA,NA,NA,NA,"2002"
"10112","JLO065","COEI",2002-06-17,"JLO",1,69.4,47,NA,NA,NA,NA,NA,"2002"
"10113","JLO065","COEI",2002-06-17,"JLO",2,68.9,46.9,NA,NA,NA,NA,NA,"2002"
"10114","JLO066","SPEI",2002-06-18,"JLO",1,68.7,46,NA,NA,NA,NA,NA,"2002"
"10115","JLO066","SPEI",2002-06-18,"JLO",2,68,46,NA,NA,NA,NA,NA,"2002"
"10116","JLO066","SPEI",2002-06-18,"JLO",3,68.9,46.2,NA,NA,NA,NA,NA,"2002"
"10117","JLO066","SPEI",2002-06-18,"JLO",4,70.2,45.9,NA,NA,NA,NA,NA,"2002"
"10118","HMW198","COEI",2002-06-17,"HMW",1,79.4,49.8,NA,NA,NA,NA,NA,"2002"
"10119","HMW198","COEI",2002-06-17,"HMW",2,76.7,49,NA,NA,NA,NA,NA,"2002"
"10120","HMW198","COEI",2002-06-17,"HMW",3,80.9,46.7,NA,NA,NA,NA,NA,"2002"
"10121","HMW198","COEI",2002-06-17,"HMW",4,79.6,48.6,NA,NA,NA,NA,NA,"2002"
"10122","HMW199","COEI",2002-06-17,"HMW",1,75.3,48,NA,NA,NA,NA,NA,"2002"
"10123","HMW199","COEI",2002-06-17,"HMW",2,77,49.4,NA,NA,NA,NA,NA,"2002"
"10124","HMW199","COEI",2002-06-17,"HMW",3,73,49.2,NA,NA,NA,NA,NA,"2002"
"10125","HMW199","COEI",2002-06-17,"HMW",4,75.9,50,NA,NA,NA,NA,NA,"2002"
"10126","HMW199","COEI",2002-06-17,"HMW",5,77.1,49.7,NA,NA,NA,NA,NA,"2002"
"10127","HMW200","OLDS",2002-06-19,"HMW",1,48.5,37.4,NA,NA,NA,NA,NA,"2002"
"10128","HMW200","OLDS",2002-06-19,"HMW",2,50.9,38.1,NA,NA,NA,NA,NA,"2002"
"10129","HMW200","OLDS",2002-06-19,"HMW",3,50,38,NA,NA,NA,NA,NA,"2002"
"10130","HMW200","OLDS",2002-06-19,"HMW",4,49.6,38.2,NA,NA,NA,NA,NA,"2002"
"10131","HMW200","OLDS",2002-06-19,"HMW",5,49.1,37.6,NA,NA,NA,NA,NA,"2002"
"10132","HMW200","OLDS",2002-06-19,"HMW",6,50.2,38,NA,NA,NA,NA,NA,"2002"
"10133","HMW200","OLDS",2002-06-19,"HMW",7,52,38.9,NA,NA,NA,NA,NA,"2002"
"10134","HMW202","COEI",2002-06-19,"HMW",1,78.3,47.4,NA,NA,NA,NA,NA,"2002"
"10135","HMW202","COEI",2002-06-19,"HMW",2,75.8,46.9,NA,NA,NA,NA,NA,"2002"
"10136","HMW202","COEI",2002-06-19,"HMW",3,76.2,46.9,NA,NA,NA,NA,NA,"2002"
"10137","HMW202","COEI",2002-06-19,"HMW",4,76,46.3,NA,NA,NA,NA,NA,"2002"
"10138","HMW202","COEI",2002-06-19,"HMW",5,72.8,47,NA,NA,NA,NA,NA,"2002"
"10139","HMW203","COEI",2002-06-19,"HMW",1,76.1,51,NA,NA,NA,NA,NA,"2002"
"10140","HMW203","COEI",2002-06-19,"HMW",2,76.8,51,NA,NA,NA,NA,NA,"2002"
"10141","HMW203","COEI",2002-06-19,"HMW",3,76.6,51.2,NA,NA,NA,NA,NA,"2002"
"10142","HMW203","COEI",2002-06-19,"HMW",4,77.7,52.7,NA,NA,NA,NA,NA,"2002"
"10143","HMW203","COEI",2002-06-19,"HMW",5,74.3,51,NA,NA,NA,NA,NA,"2002"
"10144","HMW204","COEI",2002-06-19,"HMW",1,69.4,48.8,NA,NA,NA,NA,NA,"2002"
"10145","HMW204","COEI",2002-06-19,"HMW",2,70.6,48.3,NA,NA,NA,NA,NA,"2002"
"10146","HMW204","COEI",2002-06-19,"HMW",3,68,48.2,NA,NA,NA,NA,NA,"2002"
"10147","HMW204","COEI",2002-06-19,"HMW",4,65.8,48.6,NA,NA,NA,NA,NA,"2002"
"10148","HMW209","COEI",2002-06-21,"HMW",1,73.9,49.7,NA,NA,NA,NA,NA,"2002"
"10149","HMW209","COEI",2002-06-21,"HMW",2,76.4,50.6,NA,NA,NA,NA,NA,"2002"
"10150","HMW209","COEI",2002-06-21,"HMW",3,73.6,49.6,NA,NA,NA,NA,NA,"2002"
"10151","HMW209","COEI",2002-06-21,"HMW",4,74.4,49.5,NA,NA,NA,NA,NA,"2002"
"10152","HMW209","COEI",2002-06-21,"HMW",5,71.3,50,NA,NA,NA,NA,NA,"2002"
"10153","HMW211","SPEI",2002-06-22,"HMW",1,69.7,46.1,NA,NA,NA,NA,NA,"2002"
"10154","HMW211","SPEI",2002-06-22,"HMW",2,67.3,45.2,NA,NA,NA,NA,NA,"2002"
"10155","HMW211","SPEI",2002-06-22,"HMW",3,68.8,44.4,NA,NA,NA,NA,NA,"2002"
"10156","HMW213","COEI",2002-06-23,"HMW",0,0,0,NA,NA,NA,NA,NA,"2002"
"10157","HMW213","COEI",2002-06-23,"HMW",0,0,0,NA,NA,NA,NA,NA,"2002"
"10158","HMW213","COEI",2002-06-23,"HMW",0,0,0,NA,NA,NA,NA,NA,"2002"
"10159","HMW214","COEI",2002-06-29,"HMW",1,78.2,50.2,NA,NA,NA,NA,NA,"2002"
"10160","HMW214","COEI",2002-06-29,"HMW",2,78.3,49.5,NA,NA,NA,NA,NA,"2002"
"10161","HMW214","COEI",2002-06-29,"HMW",3,72,49.3,NA,NA,NA,NA,NA,"2002"
"10162","HMW214","COEI",2002-06-29,"HMW",4,77.7,50.9,NA,NA,NA,NA,NA,"2002"
"10163","HMW214","COEI",2002-06-29,"HMW",5,75,59.9,NA,NA,NA,NA,NA,"2002"
"10164","MLW001","RTLO",2002-05-25,"MLW",1,70.3,46.1,NA,NA,NA,NA,NA,"2002"
"10165","MLW001","RTLO",2002-05-25,"MLW",2,69.7,44.8,NA,NA,NA,NA,NA,"2002"
"10166","MLW007","COEI",2002-05-27,"MLW",1,73.5,48.6,NA,NA,NA,NA,NA,"2002"
"10167","MLW007","COEI",2002-05-27,"MLW",2,75.3,51.5,NA,NA,NA,NA,NA,"2002"
"10168","MLW007","COEI",2002-05-27,"MLW",3,75.3,51,NA,NA,NA,NA,NA,"2002"
"10169","MLW007","COEI",2002-05-27,"MLW",4,74.9,50.1,NA,NA,NA,NA,NA,"2002"
"10170","MLW008","NONE",2002-05-27,"MLW",1,71.4,48.4,NA,NA,NA,NA,NA,"2002"
"10171","MLW009","NONE",2002-05-27,"MLW",1,77.4,46.3,NA,NA,NA,NA,NA,"2002"
"10172","MLW010","NONE",2002-05-27,"MLW",1,69.4,45.6,NA,NA,NA,NA,NA,"2002"
"10173","MLW011","SPEI",2002-05-27,"MLW",1,66.9,42.8,NA,NA,NA,NA,NA,"2002"
"10174","MLW011","SPEI",2002-05-27,"MLW",2,67.6,44.8,NA,NA,NA,NA,NA,"2002"
"10175","MLW011","SPEI",2002-05-27,"MLW",3,69.1,44.8,NA,NA,NA,NA,NA,"2002"
"10176","MLW011","SPEI",2002-05-27,"MLW",4,65.4,45,NA,NA,NA,NA,NA,"2002"
"10177","MLW011","SPEI",2002-05-27,"MLW",5,69.1,45.1,NA,NA,NA,NA,NA,"2002"
"10178","MLW013","SPEI",2002-05-27,"MLW",1,65.1,45.2,NA,NA,NA,NA,NA,"2002"
"10179","MLW013","SPEI",2002-05-27,"MLW",2,67.9,47.6,NA,NA,NA,NA,NA,"2002"
"10180","MLW013","SPEI",2002-05-27,"MLW",3,68,47.3,NA,NA,NA,NA,NA,"2002"
"10181","MLW013","SPEI",2002-05-27,"MLW",4,68.4,47.3,NA,NA,NA,NA,NA,"2002"
"10182","MLW013","SPEI",2002-05-27,"MLW",5,68.1,46.8,NA,NA,NA,NA,NA,"2002"
"10183","MLW014","SPEI",2002-05-27,"MLW",1,62.6,44.7,NA,NA,NA,NA,NA,"2002"
"10184","MLW014","SPEI",2002-05-27,"MLW",2,64,45.8,NA,NA,NA,NA,NA,"2002"
"10185","MLW014","SPEI",2002-05-27,"MLW",3,64.3,45.9,NA,NA,NA,NA,NA,"2002"
"10186","MLW014","SPEI",2002-05-27,"MLW",4,63,45.8,NA,NA,NA,NA,NA,"2002"
"10187","MLW014","SPEI",2002-05-27,"MLW",5,65.4,0,NA,NA,NA,NA,NA,"2002"
"10188","MLW014","SPEI",2002-05-27,"MLW",6,65.3,45.3,NA,NA,NA,NA,NA,"2002"
"10189","MLW012","SPEI",2002-05-27,"MLW",1,70.8,45.1,NA,NA,NA,NA,NA,"2002"
